id,alim_grp_code,alim_ssgrp_code,alim_ssssgrp_code,alim_grp_nom_fr,alim_ssgrp_nom_fr,alim_ssssgrp_nom_fr,alim_code,alim_nom_fr,alim_nom_sci,"Energie, Règlement UE N° 1169/2011 (kJ/100 g)","Energie, Règlement UE N° 1169/2011 (kcal/100 g)","Energie, N x facteur Jones, avec fibres  (kJ/100 g)","Energie, N x facteur Jones, avec fibres  (kcal/100 g)",Eau (g/100 g),"Protéines, N x facteur de Jones (g/100 g)","Protéines, N x 6.25 (g/100 g)",Glucides (g/100 g),Lipides (g/100 g),Sucres (g/100 g),Fructose (g/100 g),Galactose (g/100 g),Glucose (g/100 g),Lactose (g/100 g),Maltose (g/100 g),Saccharose (g/100 g),Amidon (g/100 g),Fibres alimentaires (g/100 g),Polyols totaux (g/100 g),Cendres (g/100 g),Alcool (g/100 g),Acides organiques (g/100 g),AG saturés (g/100 g),AG monoinsaturés (g/100 g),AG polyinsaturés (g/100 g),"AG 4:0, butyrique (g/100 g)","AG 6:0, caproïque (g/100 g)","AG 8:0, caprylique (g/100 g)","AG 10:0, caprique (g/100 g)","AG 12:0, laurique (g/100 g)","AG 14:0, myristique (g/100 g)","AG 16:0, palmitique (g/100 g)","AG 18:0, stéarique (g/100 g)","AG 18:1 9c (n-9), oléique (g/100 g)","AG 18:2 9c,12c (n-6), linoléique (g/100 g)","AG 18:3 c9,c12,c15 (n-3), alpha-linolénique (g/100 g)","AG 20:4 5c,8c,11c,14c (n-6), arachidonique (g/100 g)","AG 20:5 5c,8c,11c,14c,17c (n-3) EPA (g/100 g)","AG 22:6 4c,7c,10c,13c,16c,19c (n-3) DHA (g/100 g)",Cholestérol (mg/100 g),Sel chlorure de sodium (g/100 g),Calcium (mg/100 g),Chlorure (mg/100 g),Cuivre (mg/100 g),Fer (mg/100 g),Iode (µg/100 g),Magnésium (mg/100 g),Manganèse (mg/100 g),Phosphore (mg/100 g),Potassium (mg/100 g),Sélénium (µg/100 g),Sodium (mg/100 g),Zinc (mg/100 g),Rétinol (µg/100 g),Beta-Carotène (µg/100 g),Vitamine D (µg/100 g),Vitamine E (mg/100 g),Vitamine K1 (µg/100 g),Vitamine K2 (µg/100 g),Vitamine C (mg/100 g),Vitamine B1 ou Thiamine (mg/100 g),Vitamine B2 ou Riboflavine (mg/100 g),Vitamine B3 ou PP ou Niacine (mg/100 g),Vitamine B5 ou Acide pantothénique (mg/100 g),Vitamine B6 (mg/100 g),Vitamine B9 ou Folates totaux (µg/100 g),Vitamine B12 (µg/100 g)
ff9aac4c-53b6-433d-a8f0-d9eeea0310dd,09,0902,000000,matières grasses,huiles et graisses végétales,-,16200,"Huile ou graisse de palmiste, sans précision",,3700,900,3700,900,0,0,0,0,100,0,-,-,-,-,-,-,0,0,0,0,0,0,"81,5","11,4","1,6",0,"0,2","3,3","3,7",47,"16,4","8,1","2,8",-,-,-,-,0,0,0,0,0,-,0,0,-,0,0,0,0,-,0,0,0,0,0,"3,81","24,7",-,0,0,0,0,0,0,0,0
4dee46bc-c630-465b-878a-d1831b6d1cac,09,0902,000000,matières grasses,huiles et graisses végétales,-,17001,Huile végétale (aliment moyen),,3700,900,3700,900,"0,066","0,21","0,21",0,"99,9",0,0,0,0,0,0,0,0,0,0,"0,11",0,0,"13,5","59,2","22,6","0,0063","0,0063","0,0063","0,0063","0,013","0,025","9,63","2,87","56,5","21,4","1,06","0,0046","0,0043","0,0052",0,"0,0098","0,29","7,41","0,0052","0,024","8,55","0,062","0,0062","0,13","0,19","9,25","3,8","0,026",0,129,"0,11","32,8","45,4",,0,0,0,0,0,0,0,0
2ad140cc-7886-4cc8-8ef7-e1b616586076,09,0902,000000,matières grasses,huiles et graisses végétales,-,17020,Huile d'amandes d'abricot,,3700,900,3700,900,0,0,0,0,100,0,-,-,-,-,-,-,0,0,0,0,0,0,"6,3",60,"29,3",0,0,0,0,0,0,"5,8","0,5",-,-,-,-,0,0,0,0,0,-,-,0,-,0,-,0,0,-,0,0,0,0,-,4,-,-,0,0,0,0,0,0,0,0
a17c5b82-b821-4395-9a58-75f1363f80b2,09,0902,000000,matières grasses,huiles et graisses végétales,-,17030,Huile d'amande,,3700,900,3700,900,0,0,0,0,100,0,-,-,-,-,-,-,0,0,0,0,0,0,"8,2","69,9","17,4",0,0,0,0,0,0,"6,5","1,7",-,-,-,-,0,0,0,0,0,-,0,0,-,0,-,0,0,-,0,0,0,0,0,"39,2",7,-,0,0,0,0,0,0,0,0
adf307a2-f8eb-479f-9e8d-7e910063ca72,09,0902,000000,matières grasses,huiles et graisses végétales,-,17040,Huile d'arachide,,3700,900,3700,900,"0,08","< 0,5","< 0,5",0,"99,9",0,0,0,0,0,0,0,0,0,0,"< 0,25",0,traces,"16,2","64,2","15,1","< 0,01","< 0,01","< 0,01","< 0,01","< 0,01","< 0,01","7,97","2,57","61,7","14,7","0,18","< 0,01","< 0,01","0,05",0,"< 0,013","1,3","< 0,06","< 0,01","< 0,05",< 20,"< 0,05","0,09","< 0,3","< 0,3",< 20,< 5,"0,06",0,< 5,"< 0,25","14,2","< 0,8",-,0,0,0,0,0,0,0,0
79bc53ec-74cc-4356-92ba-de434bc46f9f,09,0902,000000,matières grasses,huiles et graisses végétales,-,17100,Huile d'avocat,,3700,900,3700,900,0,0,0,0,100,0,-,-,-,-,-,-,0,0,0,0,0,0,"17,9","65,2","10,5",-,-,-,-,-,"0,083","16,9","0,75","50,3",-,"0,55",0,0,-,-,0,0,-,0,0,-,0,0,0,0,-,0,0,0,< 50,-,"45,3",-,-,0,0,0,0,0,0,0,0
ced644c8-066c-4b19-b21e-08f7c915679d,09,0902,000000,matières grasses,huiles et graisses végétales,-,17110,Huile de germe de blé,,3700,900,3700,900,0,0,0,0,100,0,-,-,-,-,-,-,0,0,0,0,0,0,"17,4",14,"61,7",0,0,0,0,0,"0,093","15,4","0,46","12,5","46,9","5,91",0,0,0,0,0,0,-,0,0,-,0,-,0,0,-,0,0,0,0,0,149,"24,7",-,0,0,0,0,0,0,0,0
1acb1930-f667-44aa-a86a-6a9e1730f2fe,09,0902,000000,matières grasses,huiles et graisses végétales,-,17126,Huile de carthame,,3700,900,3700,900,0,0,0,0,100,0,-,-,-,-,-,-,0,0,0,0,0,0,"6,69","44,7","44,1",0,0,0,0,0,"0,093","4,43","1,92","44,5","13,6","0,096",0,0,0,0,0,0,-,0,0,-,0,0,0,0,-,0,0,0,0,0,"36,4","5,05",-,0,0,0,0,0,0,0,0
c4899010-2826-4751-9a61-1cb82b4f9d56,09,0902,000000,matières grasses,huiles et graisses végétales,-,17130,Huile de colza,,3700,900,3700,900,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,"0,000054",0,0,"7,26","59,7","26,9",0,0,0,0,"0,12","0,072","4,52","1,65","55,2","19,4","7,54",0,0,0,0,0,"< 2,57",0,"0,0052","0,023",0,"< 0,58","< 0,0015",0,"< 0,81",< 10,"< 1,11","0,026",0,0,0,"27,7","71,3",-,0,0,0,0,0,0,0,0
240ee5c5-f4c6-4c8d-87cf-db20c2ab86ca,09,0902,000000,matières grasses,huiles et graisses végétales,-,17170,Huile de coton,,3700,900,3700,900,0,0,0,0,100,0,-,-,-,-,-,-,0,0,0,0,0,0,"25,9","17,8","51,9",0,0,0,0,0,"0,8","22,7","2,3",17,"51,5","0,2","0,1",0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,"35,3","24,7",-,0,0,0,0,0,0,0,0
d6b8a5c7-ae33-481d-8570-34911e5090e6,09,0902,000000,matières grasses,huiles et graisses végétales,-,17180,Huile de lin,,3700,900,3700,900,0,0,0,0,100,0,-,-,-,-,-,-,0,0,0,"0,0021",0,0,"9,19","19,3","66,9",0,0,0,"0,008","0,018","0,077","5,2","3,73","19,2","13,5","53,3",0,0,0,0,0,1,-,0,0,-,0,0,1,0,-,0,"0,07",0,0,0,"8,99","9,3",-,0,0,0,0,-,0,0,0
a02386be-4214-4d38-9c1f-2e43d84cca9b,09,0902,000000,matières grasses,huiles et graisses végétales,-,17190,Huile de maïs,,3700,900,3700,900,0,0,0,0,100,0,-,-,-,-,-,-,0,0,0,"0,00013",0,0,"12,2","27,5","55,4",0,0,0,0,0,"0,026","9,79","1,77","25,9","54,1","1,04",0,0,0,0,0,0,"0,1",0,"0,03","0,8",0,0,0,0,0,0,0,0,0,0,"13,2","1,9",-,0,0,0,0,0,0,0,0
5d56d2c1-1bd7-4118-9b1f-93e7aa745d64,09,0902,000000,matières grasses,huiles et graisses végétales,-,17210,Huile de noisette,,3700,900,3700,900,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,34","75,4","12,9",0,0,0,0,"< 0,05","0,075","5,58","2,52","72,7","11,7","0,36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"28,6",-,-,0,0,0,0,0,0,0,0
41736d02-37f2-4118-9baf-d723bfce74df,09,0902,000000,matières grasses,huiles et graisses végétales,-,17220,Huile de noix,,3700,900,3700,900,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,10,"16,8","69,6",0,0,0,0,"< 0,049","< 0,049","7,15","2,34","15,2","56,1","11,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,< 5,0,0,0,"< 0,008",0,"1,81",15,-,0,0,0,0,0,0,0,0
365bde3d-beeb-442b-a908-99ddda4c7c87,09,0902,000000,matières grasses,huiles et graisses végétales,-,17270,Huile d'olive vierge extra,,3700,900,3700,900,"0,1","< 0,5","< 0,5",0,"99,9",0,0,0,0,0,0,0,0,0,0,"< 0,25",0,traces,"15,2","73,1","7,17","< 0,01","< 0,01","< 0,01","< 0,01","< 0,01","< 0,01","11,8","2,79","69,8","6,52","0,65","< 0,01","< 0,01","< 0,01",0,"< 0,013","< 0,2",< 20,"< 0,01","< 0,05",< 20,"< 0,05","< 0,01","< 0,3","< 0,3",< 20,< 5,"< 0,05",0,210,"< 0,25","22,3","58,1",-,0,0,0,0,0,0,0,0
4a74e508-587c-4d39-88d0-2f1c1dce3ee1,09,0902,000000,matières grasses,huiles et graisses végétales,-,17325,Huile de pavot,,3700,900,3700,900,0,0,0,0,100,0,-,-,-,-,-,-,0,0,0,0,0,0,"13,5","19,7","62,4",0,0,0,0,0,0,"10,6","2,9",-,-,-,-,0,0,0,0,0,-,-,0,-,0,-,0,0,-,0,0,0,0,-,"11,4",-,-,0,0,0,0,0,0,0,0
d88ca40e-456d-447e-abf0-d82c0255e4e0,09,0902,000000,matières grasses,huiles et graisses végétales,-,17350,Huile de pépins de raisin,,3700,900,3700,900,"< 0,03",0,0,0,100,0,0,0,0,0,0,0,0,0,0,"< 0,25",0,0,"11,4","19,5","64,1","< 0,01","< 0,01","< 0,01","< 0,01","< 0,01","0,04","6,84","3,84","18,6","63,7","0,32","< 0,01","< 0,01","< 0,01",0,"< 0,013","0,3",< 100,"0,02","< 0,05",< 20,"< 0,05","< 0,01","< 0,3","1,1",< 20,< 5,"< 0,05",0,< 5,"< 0,25","15,7",189,-,0,0,0,0,0,0,0,0
c8da91f2-5e98-43a8-998c-510e2cf8ce61,09,0902,000000,matières grasses,huiles et graisses végétales,-,17390,Huile de son de riz,,3700,900,3700,900,0,0,0,0,100,0,-,-,-,-,-,-,0,0,0,"0,00007",0,0,"19,7","39,3",35,0,0,0,0,0,"0,7","16,9","1,6",-,-,-,-,0,0,0,0,0,-,-,"0,07",-,0,-,0,0,-,0,0,0,0,-,"32,3","24,7",-,0,0,0,0,0,0,0,0
b2bdad4b-d8cc-432e-89c5-e6e3be365758,09,0902,000000,matières grasses,huiles et graisses végétales,-,17400,Huile de sésame,,3700,900,3700,900,0,0,0,0,100,0,-,-,-,-,-,-,0,0,0,0,0,0,"14,9","40,2",40,0,0,0,0,0,0,"8,37","5,53","38,5","39,6","0,38",0,0,0,0,0,0,-,0,0,-,0,-,0,0,-,0,0,0,0,0,"1,1","13,6",-,0,0,0,0,0,0,0,0
102329ed-c783-4381-baa7-c79459ca3df3,09,0902,000000,matières grasses,huiles et graisses végétales,-,17420,Huile de soja,,3700,900,3700,900,0,0,0,0,100,0,0,-,0,0,0,0,0,0,0,"0,0035",0,0,"14,7","22,1","59,1",0,0,0,0,0,"0,081",10,"3,96","21,9",52,"6,89",0,0,0,0,0,"< 2,57",-,"0,0039","0,041","0,8","1,52","0,013",0,"1,85",< 10,"< 1,11","0,11",0,0,0,"6,1",362,-,0,0,0,0,0,0,0,0
2b1d8446-8d2e-4cca-8137-554ec02096c3,09,0902,000000,matières grasses,huiles et graisses végétales,-,17440,Huile de tournesol,,3700,901,3700,901,"< 0,03","< 0,5","< 0,5",0,100,0,0,0,0,0,0,0,0,0,0,"< 0,25",0,traces,"11,1","27,6","56,3","< 0,01","< 0,01","< 0,01","< 0,01","< 0,01","0,07","6,27","3,43","26,7","56,3","0,05","< 0,01","< 0,01","< 0,01",0,"0,025","< 0,2","< 0,06","< 0,01","< 0,05",< 20,"< 0,05","< 0,01","< 0,3","< 0,3",< 20,10,"< 0,05",0,< 5,"< 0,25","57,3","< 0,8",-,0,0,0,0,0,0,0,0
16d55b58-ff20-4ab0-865b-2b1fbcf43eab,09,0902,000000,matières grasses,huiles et graisses végétales,-,17700,Huile combinée (mélange d'huiles),,3680,896,3680,896,0,0,0,0,"99,5",0,0,0,0,0,0,0,0,0,0,"0,013",0,0,"10,3","40,2","44,4","< 0,05","< 0,05","< 0,05","< 0,05","< 0,05","< 0,05","6,24","2,88","38,4","41,1","1,26",-,0,0,0,"0,011","< 2,57",0,"0,0028","0,013",0,"< 0,58","< 0,0015",0,"< 0,81",< 10,"2,42","0,03",0,0,0,"63,9",-,-,0,0,0,0,0,0,0,0
f54e9cda-5614-4e35-9f24-0d186baaf51f,09,0902,000000,matières grasses,huiles et graisses végétales,-,17701,"Huile combinée, mélange d'huile d'olive et de graines",,3700,900,3700,900,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,1","49,4","32,5",-,-,-,-,"< 0,1","< 0,1","7,93","3,22","46,3","27,2","2,18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"32,3",-,-,0,0,0,0,0,0,0,0
1094d1b6-737d-4373-9384-6ecc52204d58,09,0902,000000,matières grasses,huiles et graisses végétales,-,17900,Huile d'argan ou d'argane,,3650,889,3650,889,-,0,0,0,"98,7",0,-,-,-,-,-,-,0,0,0,-,0,0,"17,6","44,8","33,3",-,-,-,-,-,"0,15","11,8","4,99","43,8",33,"0,13",0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,6",-,-,-,-,-,-,-,-,-,-
216b7be1-7f64-4b8b-ba3f-c18b0d87f95e,09,0903,000000,matières grasses,margarines,-,16614,"Matière grasse végétale (type margarine) à 80% MG, salée",,2970,722,2970,722,-,"< 0,5","< 0,5","< 0,5",80,"< 0,5",-,-,-,-,-,-,-,0,0,"1,78",0,traces,32,35,12,-,-,-,-,-,-,-,-,-,"9,5","2,5",-,-,-,-,"1,78",-,-,-,-,-,-,-,-,-,-,710,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-
99bdf58f-b7f7-43b8-90ff-f06879064ac4,09,0903,000000,matières grasses,margarines,-,16615,"Matière grasse végétale ou margarine, 80% MG, doux",,2980,726,2980,726,"16,3","0,39","0,39","0,3","80,4","0,3",-,-,-,-,-,-,0,0,0,"2,16",0,traces,"25,1","26,8","24,9",0,0,"0,35","0,12","4,03","1,75",11,"6,89",21,"20,2","1,8",-,0,0,0,"0,43","11,1",147,"0,0063","0,098","1,5","4,19","0,0043","10,8","32,5","< 2,2",174,"0,04",780,20,0,"8,5",0,-,0,"0,01","0,025","0,013","0,084","0,003","1,5","0,1"
f0d18914-b2d6-41c1-9c3b-bbc4c26a5bb1,09,0903,000000,matières grasses,margarines,-,16616,"Matière grasse végétale (type margarine) à 70% MG, doux",,2600,631,2600,631,"26,5","0,13","0,13","0,24",70,"0,24",-,-,-,-,-,-,traces,0,0,"0,79",traces,traces,"29,2","27,2","9,17",0,0,"0,16","0,15","1,91","1,26","18,2","5,47","21,5","8,03","1,14",0,0,-,"5,6","0,76","6,9",459,< 1,< 1,< 10,< 2,< 1,"5,2","13,5",< 3,265,< 1,"2,2",436,-,25,-,-,"2,4","< 0,05","< 0,05","< 0,05","< 0,05","< 0,05",< 5,"< 0,2"
a64e2f4e-69c0-4d9d-b799-997776ef3771,09,0903,000000,matières grasses,margarines,-,16654,"Matière grasse végétale (type margarine) à 60% de MG, allégée, au tournesol, doux",,2250,548,2250,548,39,"< 0,5","< 0,5","< 0,55","60,6","< 0,2","< 0,2",-,"< 0,2","< 0,2","< 0,2","< 0,2","< 0,35",0,0,"0,43",0,"0,047","14,1","17,9","25,6","< 0,01","< 0,01","0,29","0,18","2,54","1,03","7,44","2,01","17,1","21,1","4,55","< 0,01","< 0,01","< 0,01",-,"0,37","3,3",225,"< 0,01","< 0,05",< 20,"0,85","< 0,01","4,9",19,< 20,146,"< 0,05",-,528,"< 0,25","21,4","16,2",-,-,"< 0,015","< 0,01","< 0,1","0,015","0,039","< 0,5",-
0b06f697-66c7-4ffd-9e64-6c3e8275b469,09,0903,000000,matières grasses,margarines,-,16719,"Matière grasse végétale (type margarine), teneur en matière grasse inconue, doux (aliment moyen)",,2500,608,2500,608,"29,9","0,16","0,16","0,24","67,4","0,24",,,,,,,0,0,0,"0,74",0,"0,015","26,6","26,1","10,6","0,0017","0,0019","0,22","0,19","2,46","1,36","16,1","4,61","21,4","9,17","1,47","0,0012","0,0012",,"6,75","0,68","8,46",440,"0,5","0,5",5,"1,01","0,5","7,28","15,9","3,32",240,"0,5","13,4",455,,"23,4",,,"2,01","0,027","0,025","0,025","0,025","0,025","2,5","0,094"
0eaab015-6e5c-4826-8364-0f113f07c403,09,0903,000000,matières grasses,margarines,-,16725,"Matière grasse végétale (type margarine), teneur réduite en matière grasse inconnue, doux (aliment moyen)",,2190,532,2190,532,"40,8","0,28","0,28","0,24","58,9","0,22","0,05","0,05","0,05","0,22","0,05","0,05",0,0,0,"0,59",0,"0,063","18,2","22,4","15,4","0,007","0,0081","0,39","0,3","4,25","1,66","9,36","1,78","21,2","12,9","2,56","0,005","0,005","0,005","10,5","0,4","13,6",378,"0,5","0,5",5,"1,03","0,5",14,"23,7","9,23",160,"0,5","49,7",516,"6,52","18,4",,,"0,74","0,031","0,025","0,025","0,026","0,025","2,5","0,074"
4d2c2e6b-7336-4606-ae16-31a3dfa0c9aa,09,0903,000000,matières grasses,margarines,-,16733,"Matière grasse végétale (type margarine), à tartiner, à 30-40% MG, légère, doux",,1510,366,1510,366,"55,8","1,44","1,44",3,"38,6","1,91","< 0,1","< 0,1","< 0,1","1,91","< 0,1","< 0,1",-,0,0,"0,81",0,"0,41","17,5","13,8","5,32","0,1","0,15","1,1","0,86","6,05","2,62","3,84","2,34","13,3","3,87","1,45","< 0,01","< 0,01","< 0,01",34,"0,53","20,8",236,< 1,< 1,< 10,"2,5",< 1,16,"76,8",< 3,212,< 1,566,438,"7,5","9,1",-,-,< 1,"0,33","< 0,05","< 0,05","0,05","< 0,05",< 5,"< 0,1"
64e45b97-5a29-4c87-b9d2-47bc570a3e2e,09,0903,000000,matières grasses,margarines,-,16734,"Matière grasse végétale (type margarine), à tartiner, à 30-40% MG, légère, demi-sel",,1470,358,1470,358,"51,6","0,9","0,9","3,05",38,"1,5",-,-,-,-,-,-,-,0,0,"2,1",0,traces,"17,3","10,5","3,95","0,067","0,12","0,81","0,63","4,29","0,022","4,2","0,94","9,76",-,"0,99",0,0,-,12,"1,63","54,3",919,< 1,< 1,< 10,"6,1",< 1,46,117,"3,6",650,< 1,650,457,-,"12,8",-,-,"2,2","0,11","0,1","< 0,05","0,11","0,1",< 5,"0,2"
65f28fa4-668f-4748-9ede-a48a38bc8036,09,0903,000000,matières grasses,margarines,-,16736,"Matière grasse végétale (type margarine), à tartiner, à 30-40% MG, légère, doux, riche en oméga 3",,1440,349,1440,349,"58,2",0,0,0,"38,8",0,-,-,-,-,-,-,-,0,0,"0,41",0,traces,9,"16,8","9,47",0,0,"0,14","0,12","1,58","0,62","3,08","2,4","15,5",6,3,"0,018","0,24",-,17,"0,3","7,9",234,< 1,< 1,< 10,< 2,< 1,"8,9","34,2",< 3,120,< 1,508,438,-,29,-,-,< 1,"< 0,05","< 0,05","< 0,05","< 0,05","< 0,05",< 5,"< 0,1"
6dda099d-7768-46a0-9e74-106098190d2e,09,0903,000000,matières grasses,margarines,-,16737,"Matière grasse végétale (type margarine) à 50-63% MG, allégée, doux, riche en oméga 3",,2140,521,2140,521,"40,4","0,15","0,15","0,18","57,8","0,18",-,-,-,-,-,-,-,traces,0,"0,39",0,traces,"14,5","26,9","13,9",0,0,"0,11","0,12","3,9","1,45","6,85","1,34","26,9","11,5","2,41",0,"0,047",-,4,"0,37","4,3",177,< 1,< 1,< 10,< 2,< 1,"3,7","13,1",< 3,147,< 1,< 2,547,"7,5","23,2",-,-,< 1,"< 0,05","< 0,05","< 0,05","< 0,05","< 0,05",< 5,"< 0,1"
a1927d24-0cee-40dd-949b-c54a04ef1522,09,0903,000000,matières grasses,margarines,-,16738,"Matière grasse végétale (type margarine) à 50-63% MG, allégée, demi-sel",,2150,523,2150,523,"36,9","0,2","0,2","< 0,2",58,"< 0,2","< 0,5",-,"< 0,5","< 0,5","< 0,5","< 0,5","< 0,5",0,0,"1,8",0,traces,25,19,"8,46","0,3","0,26","0,85","0,79","4,71","2,86","9,01","2,79","17,4","7,18","1,28",0,0,-,22,"1,25","13,9",1050,< 1,< 1,< 10,< 2,< 1,18,35,"8,4",500,< 1,45,507,"7,5","15,4",-,-,< 1,"< 0,1","< 0,05","< 0,05","0,26","< 0,05",< 5,"< 0,1"
ea85753c-384c-48a3-b6c1-eb369ac48ace,09,0903,000000,matières grasses,margarines,-,16739,"Matière grasse végétale (type margarine) à 50-63% MG, allégée, doux, aux esters de stérol végétal",,2250,548,2250,548,"39,4","< 0,5","< 0,5",0,"60,8",traces,"< 0,2","< 0,2","< 0,2","< 0,2","< 0,2","< 0,2",-,0,0,"0,38",0,"0,028","14,6","27,7","15,5","< 0,01","< 0,01","0,42","0,26","3,13","1,26","7,32","1,61","25,7","11,7","3,81","< 0,01","< 0,01","< 0,01",-,"0,32","6,9",209,"< 0,01","< 0,05",< 20,"0,94","< 0,01","5,7",12,< 20,127,"< 0,05",130,592,"1,27","29,8",-,-,"< 0,5","0,42","< 0,01","< 0,1","0,045","< 0,01","6,07","< 0,01"
31b7fff9-e60f-4fc7-991d-6e86543b2fb3,09,0903,000000,matières grasses,margarines,-,16740,"Matière grasse végétale (type margarine) à 50-63% MG, allégée, demi-sel, riche en oméga 3",,2020,491,2020,491,"44,2","0,083","0,083","0,12","54,5","0,12",-,-,-,-,-,-,-,0,0,"1,38",0,traces,"14,9",25,"13,6",-,-,-,-,"5,1","1,8","5,7",-,"24,5",8,"4,25",-,-,-,2,"1,38",-,727,-,-,-,-,-,-,-,-,550,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-
0ca1f94d-fff7-4a28-b3fa-f365c91da23d,09,0903,000000,matières grasses,margarines,-,16741,"Matière grasse végétale (type margarine) à 50-63% MG, allégée, doux",,2200,536,2200,536,"40,5","< 0,5","< 0,5","0,18","59,3","0,18","< 0,1","< 0,1","< 0,1","0,18","< 0,1","< 0,1","< 0,5",0,0,"0,59",traces,"0,055","18,2","22,6","15,7","< 0,01","< 0,01","0,37","0,29","4,21","1,64","9,48","1,77","21,3","13,1","2,58","< 0,01","< 0,01","< 0,01",10,"0,4","13,4",381,< 1,< 1,< 10,< 2,< 1,14,"22,5","9,4",159,< 1,"38,5",518,"6,5","18,6",-,-,"0,75","< 0,05","< 0,05","< 0,05","< 0,05","< 0,05",< 5,"< 0,15"
cee453af-8021-4c2f-aeea-616871922fca,09,0903,000000,matières grasses,margarines,-,16742,"Matière grasse végétale (type margarine) à 30-40% MG, légère, demi-sel, aux esters de stérol végétal",,1340,325,1340,325,-,"0,1","0,1","2,5",35,"0,1",-,-,-,-,-,-,-,0,0,"1,23",0,traces,"7,8","9,3","17,5",-,-,-,-,-,-,-,-,-,"14,6","2,9",-,-,-,-,"1,23",-,-,-,-,-,-,-,-,-,-,490,-,-,-,"7,5",-,-,-,-,-,-,-,-,-,-,-
c1f130b7-5cad-4f61-821a-bf2a78f0946e,09,0903,000000,matières grasses,margarines,-,16743,Matière grasse mélangée (végétale et laitière) à 50-63% MG,,2010,490,2010,490,"44,5","0,4","0,4","0,6",54,"0,6","< 0,2",-,"< 0,2","0,6","< 0,2","< 0,2","< 0,35",0,0,"0,59",0,traces,"25,7",20,"7,3","0,43","0,36","1,39","1,08","6,26","3,87","9,21","2,33","17,8","4,81","2,02","< 0,01","< 0,01","< 0,01",38,"0,44",16,299,"< 0,01","0,03",< 20,"2,4","< 0,01",17,51,< 20,174,"0,06",128,880,-,"2,96","16,5",-,"< 0,5","< 0,01","0,02","< 0,1","0,078","0,024","6,84","0,04"
2dd0be4c-cdff-491f-8307-a0132f7f0e9c,09,0903,000000,matières grasses,margarines,-,16744,"Matière grasse mélangée (végétale et laitière) à 50-63% MG, demi-sel",,1980,481,1980,481,-,"0,4","0,4","0,6",53,"0,6",-,-,-,-,-,-,-,0,0,"1,5",0,traces,"25,7",20,"7,3",-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,"1,5",-,-,-,-,-,-,-,-,-,-,600,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-
5c686387-acba-4bc6-aff2-80b4850b1611,09,0903,000000,matières grasses,margarines,-,16745,"Matière grasse mélangée (végétale et laitière), à tartiner, à 30-40% MG",,1640,397,1640,397,54,"1,69","1,69","5,6","40,9","2,3","< 0,2",-,"< 0,2","2,3","< 0,2","< 0,2","2,2",0,0,"0,86",0,traces,"20,6","14,3","5,7","0,12","0,18","1,47","0,97","6,76","3,09","6,58","1,41","13,5","3,72","1,51","< 0,01","< 0,01","< 0,01","15,1","0,54",51,237,"< 0,01","0,04",< 20,5,"< 0,01",42,120,< 20,217,"0,19",< 21,422,-,"5,13","8,4",-,"< 0,5","0,017","0,095","< 0,1","0,24","0,035",< 5,"0,14"
5be1c57c-285b-47a6-80ff-098cc4a53676,09,0903,000000,matières grasses,margarines,-,16746,"Matière grasse mélangée (végétale et laitière), à tartiner, à 30-40% MG, demi-sel",,1530,370,1530,370,-,"1,5","1,5","5,6",38,"2,5",-,-,-,-,-,-,-,0,0,"1,75",0,traces,"17,5","13,5","5,38",-,-,-,-,-,-,-,-,-,-,-,-,-,-,"13,7","1,75",-,-,-,-,-,-,-,-,-,-,700,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-
8286d8fc-856c-43a9-8196-b42a93dc3555,09,0904,000000,matières grasses,huiles de poissons,-,17630,Huile de foie de morue,,3700,900,3700,900,0,0,0,0,100,0,0,-,0,0,0,0,0,0,0,"0,0018",0,0,22,"46,5","24,3",0,0,0,0,0,"3,6","12,1","2,8","33,1","2,71","1,79",-,"8,39","11,4",510,"0,00005","1,15",-,"0,007","0,074",400,"0,08","0,002",0,0,"0,005","0,02","0,06",30000,-,250,30,0,-,0,0,0,0,0,0,0,0
02e93708-bde9-4aaf-8d5b-495b6d0c50c5,09,0904,000000,matières grasses,huiles de poissons,-,17640,Huile de sardine,,3700,900,3700,900,0,0,0,0,100,0,-,-,-,-,-,-,0,0,0,0,0,0,"29,9","33,8","31,9",-,-,-,-,"0,1","6,53","16,6","3,89",-,-,-,-,"10,1","10,7",710,0,0,-,0,0,-,0,0,0,0,-,0,0,0,-,"8,3",-,-,-,0,0,0,0,0,0,0,0
