id,alim_grp_code,alim_ssgrp_code,alim_ssssgrp_code,alim_grp_nom_fr,alim_ssgrp_nom_fr,alim_ssssgrp_nom_fr,alim_code,alim_nom_fr,alim_nom_sci,"Energie, Règlement UE N° 1169/2011 (kJ/100 g)","Energie, Règlement UE N° 1169/2011 (kcal/100 g)","Energie, N x facteur Jones, avec fibres  (kJ/100 g)","Energie, N x facteur Jones, avec fibres  (kcal/100 g)",Eau (g/100 g),"Protéines, N x facteur de Jones (g/100 g)","Protéines, N x 6.25 (g/100 g)",Glucides (g/100 g),Lipides (g/100 g),Sucres (g/100 g),Fructose (g/100 g),Galactose (g/100 g),Glucose (g/100 g),Lactose (g/100 g),Maltose (g/100 g),Saccharose (g/100 g),Amidon (g/100 g),Fibres alimentaires (g/100 g),Polyols totaux (g/100 g),Cendres (g/100 g),Alcool (g/100 g),Acides organiques (g/100 g),AG saturés (g/100 g),AG monoinsaturés (g/100 g),AG polyinsaturés (g/100 g),"AG 4:0, butyrique (g/100 g)","AG 6:0, caproïque (g/100 g)","AG 8:0, caprylique (g/100 g)","AG 10:0, caprique (g/100 g)","AG 12:0, laurique (g/100 g)","AG 14:0, myristique (g/100 g)","AG 16:0, palmitique (g/100 g)","AG 18:0, stéarique (g/100 g)","AG 18:1 9c (n-9), oléique (g/100 g)","AG 18:2 9c,12c (n-6), linoléique (g/100 g)","AG 18:3 c9,c12,c15 (n-3), alpha-linolénique (g/100 g)","AG 20:4 5c,8c,11c,14c (n-6), arachidonique (g/100 g)","AG 20:5 5c,8c,11c,14c,17c (n-3) EPA (g/100 g)","AG 22:6 4c,7c,10c,13c,16c,19c (n-3) DHA (g/100 g)",Cholestérol (mg/100 g),Sel chlorure de sodium (g/100 g),Calcium (mg/100 g),Chlorure (mg/100 g),Cuivre (mg/100 g),Fer (mg/100 g),Iode (µg/100 g),Magnésium (mg/100 g),Manganèse (mg/100 g),Phosphore (mg/100 g),Potassium (mg/100 g),Sélénium (µg/100 g),Sodium (mg/100 g),Zinc (mg/100 g),Rétinol (µg/100 g),Beta-Carotène (µg/100 g),Vitamine D (µg/100 g),Vitamine E (mg/100 g),Vitamine K1 (µg/100 g),Vitamine K2 (µg/100 g),Vitamine C (mg/100 g),Vitamine B1 ou Thiamine (mg/100 g),Vitamine B2 ou Riboflavine (mg/100 g),Vitamine B3 ou PP ou Niacine (mg/100 g),Vitamine B5 ou Acide pantothénique (mg/100 g),Vitamine B6 (mg/100 g),Vitamine B9 ou Folates totaux (µg/100 g),Vitamine B12 (µg/100 g)
f505fda8-e8d5-4c4f-8bc5-614d1d7a499b,01,0102,000000,entrées et plats composés,soupes,-,25932,"Soupe aux asperges, déshydratée reconstituée",,148,"35,3",148,"35,3","90,8","0,6","0,6","5,14","1,31","0,99",-,-,-,-,-,-,"2,8","0,28",0,"0,91",0,traces,"0,73",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,76",-,-,-,-,-,-,-,"0,015","0,035",-,303,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-
348c8afe-5e84-4bd1-9ecf-7f668b29afd4,01,0102,000000,entrées et plats composés,soupes,-,25933,"Soupe à la tomate et aux vermicelles, préemballée à réchauffer",,158,"37,7",158,"37,7",-,"1,1","1,1","5,87","0,8","3,43",-,-,-,-,-,-,-,"1,3",0,"0,77",0,traces,"0,5",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,77",-,-,-,-,-,-,-,-,-,-,307,-,-,-,-,-,-,-,20,-,-,-,-,-,-,-
265b2716-e920-41dd-a5d4-c12415d96cb4,01,0102,000000,entrées et plats composés,soupes,-,25934,"Soupe aux céréales et aux légumes, déshydratée reconstituée",,201,"47,8",201,"47,8",90,"1,4","1,4","6,8","1,4","1,2",-,-,-,-,-,-,-,"1,2",0,"1,04",0,traces,"0,8",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,78","12,5",-,-,"0,29",-,"9,35",-,-,94,-,312,-,-,-,-,-,-,-,"3,84","0,04",-,"0,47",-,"0,07","16,8",-
7c33edaa-a874-47e3-9dfe-2ffcc3007c8f,01,0102,000000,entrées et plats composés,soupes,-,25935,"Soupe à la tomate, déshydratée reconstituée",,152,"36,2",152,"36,2","90,4","0,76","0,76","5,79","0,97","2,44","0,49",-,"0,68","< 0,2","0,29","0,98","2,4","0,64",0,"1,03",0,traces,"0,32","0,41","0,16","< 0,01","< 0,01","< 0,01","0,0041","0,0041","0,017","0,26","0,033","0,41","0,15","0,01","< 0,01","< 0,01","< 0,01","2,02","0,69",11,417,"0,03","0,14",< 20,5,"0,04",10,65,< 20,278,"0,1",< 21,147,-,"0,25","1,33",-,"< 0,5","0,02","0,017","0,46","0,064","0,027","6,85","0,14"
162d129c-d4a0-4796-b86c-d509483beb3b,01,0102,000000,entrées et plats composés,soupes,-,25936,"Soupe aux champignons, déshydratée reconstituée",,158,"37,8",158,"37,8","91,3","0,65","0,65","4,37","1,79","0,63","< 0,2",-,"< 0,2","0,2","< 0,2","< 0,2","2,3","0,82",0,"1,06",0,traces,"0,73","0,6","0,15","< 0,01","< 0,01","< 0,01","< 0,01","< 0,01","0,017","0,66","0,058","0,6","0,15","< 0,01","< 0,01","< 0,01","< 0,01","0,87","0,79",10,512,"0,02","0,02",< 20,"2,5","0,03","9,51",48,< 20,311,"0,07",< 21,"14,7","< 0,25","0,24","< 0,8",-,"< 0,5","0,03","0,034","0,37","0,16","0,033","8,25","0,028"
81fcaf33-3a81-4e1f-b3cf-982e18921732,01,0102,000000,entrées et plats composés,soupes,-,25942,"Soupe à l'oignon, déshydratée reconstituée",,101,24,101,24,"94,1","0,58","0,58","4,37","0,4","1,3",-,-,-,-,-,-,-,"0,31",0,"1,03",0,traces,"0,23",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,79",20,517,"0,043",-,1,"5,26","0,043","0,01","56,7","< 3,35",318,"0,083",-,-,-,-,-,-,-,-,-,-,-,-,-,-
42535d26-c51e-4ade-9de9-4c151c97b74d,01,0102,000000,entrées et plats composés,soupes,-,25945,"Soupe au potiron, préemballée à réchauffer",,150,"35,9",150,"35,9","91,8","0,67","0,67","4,13","1,56","2,37","0,39",-,"0,3","< 0,2","< 0,2","1,68","1,1","1,31",0,"0,95",0,traces,"0,88","0,56","0,069","0,045","0,027","0,018","0,036","0,045","0,14","0,44","0,13","0,38","0,051","0,018","< 0,01","< 0,01","< 0,01","4,95","0,65",15,421,"0,03","0,14",< 20,"5,8","0,04",17,130,< 20,256,"0,13",< 21,2530,0,"0,51","1,03",-,"< 0,5","0,018","0,014","< 0,1","0,13","0,065","9,35","0,036"
6eae5f9c-7725-48cc-afc7-1af0bb96d2db,01,0102,000000,entrées et plats composés,soupes,-,25947,"Bouillon de volaille, déshydraté reconstitué",,"23,5","5,58","23,5","5,58","97,4","0,6","0,6","0,5","0,13","0,18",-,-,-,-,-,-,0,"< 0,0001",0,"1,44",0,traces,"0,083","0,022","0,018",-,-,-,-,0,0,"0,02","0,01",-,-,-,-,-,-,0,"0,78",5,-,0,"0,05",-,1,"0,01",0,10,0,312,"0,01",1,0,-,-,-,-,0,"0,005","0,01","0,1","0,02",0,1,"0,01"
90632422-d831-4fc7-b107-d69791af290c,01,0102,000000,entrées et plats composés,soupes,-,25948,"Bouillon de légumes, déshydraté reconstitué",,"22,7","5,38","22,7","5,38",98,"0,34","0,34","0,65","0,16","0,19",-,-,-,-,-,-,"0,2",0,0,1,0,traces,"0,14","0,011","0,0067",-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,"0,61",1,-,0,"0,1",-,2,"0,01",0,8,-,240,-,0,2,-,-,-,-,0,"0,11","0,01","0,1",-,0,1,0
ad47df7f-8549-479c-813e-61d96c91d53f,01,0102,000000,entrées et plats composés,soupes,-,25949,"Soupe à la tomate et aux vermicelles, déshydratée reconstituée",,"91,5","21,6","91,5","21,6","92,2","0,63","0,63","4,21","0,18","0,72","0,24",-,"0,24","< 0,2","0,24","< 0,4","3,5","0,32",0,"0,88",0,traces,"0,099",-,-,"< 0,01","< 0,01","< 0,01","< 0,01","< 0,01","< 0,01","< 0,01","< 0,01","< 0,01","< 0,01","< 0,01","< 0,01","< 0,01","< 0,01","< 0,7","0,68","9,1",343,"0,05","0,18",< 20,"4,8","0,06",0,62,< 20,271,"0,08",< 21,162,"< 0,25","0,34","< 0,8",-,"< 0,5","0,02","0,04","1,44","1,04","0,018",11,-
9e5af6ed-a6dc-4df1-879c-55478dddb029,01,0102,000000,entrées et plats composés,soupes,-,25950,"Soupe à la volaille et aux vermicelles, déshydratée reconstituée",,90,"21,3",90,"21,3","94,2","0,75","0,75","3,87","0,25","0,31","< 0,2",-,"< 0,2","< 0,2","< 0,2","< 0,2","3,4","0,26",0,"0,74",0,traces,"0,081",-,-,"< 0,01","< 0,01","< 0,01","< 0,01","< 0,01","< 0,01","< 0,01","< 0,01","< 0,01","< 0,01","< 0,01","< 0,01","< 0,01","< 0,01","0,72","0,68","7,2",379,"0,02","0,1",< 20,"3,5","0,05",14,36,< 20,272,"0,1",< 21,"20,7",-,"< 0,08","< 0,8",-,"< 0,5","0,28","< 0,01","< 0,1","0,041","0,025",-,"0,026"
78f6a19f-dc6a-4859-bdb4-80b5ab166898,01,0102,000000,entrées et plats composés,soupes,-,25953,"Soupe au pistou, préemballée à réchauffer",,134,"31,9",134,"31,9",-,2,2,"4,1","0,5","< 0,25",-,-,"< 0,2",-,"< 0,2","< 0,25",-,"1,5",0,"0,9",0,traces,"0,2","0,2","< 0,1",-,-,-,-,-,-,-,-,-,-,"< 0,1",-,-,-,-,"0,65",-,-,-,-,-,-,-,-,-,-,260,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24a43274-0fc1-4686-b7f9-479c47ec5877,01,0102,000000,entrées et plats composés,soupes,-,25954,"Soupe au potiron, déshydratée reconstituée",,161,"38,3",161,"38,3",-,"0,79","0,79","5,61","1,24","2,64",-,-,-,-,-,-,-,"0,76",0,"0,7",0,traces,"0,61",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,7",-,-,-,-,-,-,-,"0,01","0,01",-,279,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ba0209c1-0156-4d4a-8700-eb2da84aba4f,01,0102,000000,entrées et plats composés,soupes,-,25955,"Soupe asiatique, avec pâtes, préemballée à réchauffer",,"93,8","22,3","93,8","22,3",-,"0,7","0,7","3,4","0,5","0,5",-,-,-,-,-,-,-,"0,7",0,"0,9",0,traces,"0,2",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,9",-,-,-,-,-,-,-,-,-,-,360,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4a0541ed-be86-4e5e-b4d7-a4a4b5211208,01,0102,000000,entrées et plats composés,soupes,-,25956,"Soupe minestrone, déshydratée reconstituée",,132,"31,3",132,"31,3","91,3","1,14","1,14","5,53","0,34","1,07",-,-,-,-,-,-,-,"0,79",0,"0,97",0,traces,"0,02",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,7",-,427,-,-,-,-,-,-,122,-,281,-,-,-,-,-,-,-,5,-,-,-,-,"0,06",18,-
ea76aacb-ce30-4910-a108-c5995ef46a5a,01,0102,000000,entrées et plats composés,soupes,-,25957,"Soupe au cresson, déshydratée reconstituée",,105,"25,1",105,"25,1",-,"0,42","0,42","3,95","0,8","0,31",-,-,-,-,-,-,-,"0,19",0,"0,77",0,traces,"0,42",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,77",-,-,-,-,-,-,-,-,-,-,308,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
f73a1e5d-28cf-4d84-8d22-6362f0193fe3,01,0102,000000,entrées et plats composés,soupes,-,25958,"Soupe au cresson, préemballée à réchauffer",,143,34,143,34,-,1,1,"5,4","0,8","0,9",-,-,-,-,-,-,-,"0,6",0,"0,78",0,traces,"0,5",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,78",-,-,-,-,-,-,-,-,-,-,310,-,-,-,-,-,-,-,-,-,-,-,-,"0,25",30,-
424c3608-2e6c-4e04-9055-493405421f1c,01,0102,000000,entrées et plats composés,soupes,-,25962,"Soupe aux légumes avec fromage, préemballée à réchauffer",,210,"50,2",210,"50,2",-,"1,34","1,34","5,09","2,51","1,62",-,-,-,-,-,-,-,"0,93",0,"0,67",0,traces,"1,58",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,67",-,-,-,-,-,-,-,-,-,-,268,-,-,-,-,-,-,-,11,-,-,-,-,"0,3",30,-
17afa3e5-c0a8-4586-b72c-258f4c5a7c61,01,0102,000000,entrées et plats composés,soupes,-,25963,"Soupe aux légumes verts, préemballée à réchauffer",,140,"33,4",140,"33,4","90,9",1,1,"3,84","1,32","0,81","< 0,2",-,"< 0,2","0,2","< 0,2","< 0,4","3,03","1,05",0,"0,95",0,traces,"0,64","0,51","0,16","0,026","0,02","0,013","0,026","0,033","0,099","0,33","0,092","0,44","0,13","0,03","< 0,01","< 0,01","< 0,01","3,52","0,7",24,423,"0,02","0,27",< 20,"7,1","0,06",24,120,< 20,280,"0,18",< 21,177,"< 0,25","0,28","16,5",-,9,"0,17","0,042","0,53","0,22","0,25","27,5",-
285a93e6-420f-4cd6-947f-ea0ccb72034d,01,0102,000000,entrées et plats composés,soupes,-,25964,"Soupe aux légumes verts, déshydratée reconstituée",,146,"34,8",146,"34,8","91,8","0,72","0,72","5,31","1,07","1,07","< 0,2",-,"< 0,2","< 0,2","< 0,2","< 0,4","3,3","0,54",0,"0,85",0,traces,"0,71","0,23","0,075","< 0,01","< 0,01","< 0,01","< 0,01","0,057","0,036","0,56","0,057","0,23","0,075","< 0,01","< 0,01","< 0,01","< 0,01","< 0,7","0,66",12,446,"0,02","0,11",< 20,3,"0,03",15,50,< 20,264,"0,09",< 21,"10,5","< 0,25","0,18","2,82",-,"6,15","0,05","0,014","0,15","0,072","0,033","7,6",-
860ebd44-9363-443c-909b-073e18a40fc4,01,0102,000000,entrées et plats composés,soupes,-,25965,"Soupe aux pois cassés, préemballée à réchauffer",,238,"56,7",238,"56,7",-,"2,68","2,68","6,25","1,98","1,02",-,-,-,-,-,-,-,"1,6",0,"0,7",0,traces,"0,67",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,7",-,-,-,-,-,-,-,-,-,-,279,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
43a9bd38-76c5-42d8-ac57-895ef7cad950,01,0102,000000,entrées et plats composés,soupes,-,25967,"Soupe froide type Gaspacho ou Gazpacho, préemballée",,137,"32,8",137,"32,8","91,1","0,65","0,65","3,38","1,62","2,32","1,2",-,"1,12","< 0,2","< 0,2","< 0,2","< 0,35","1,04",0,"1,13",0,traces,"0,27",-,"0,16","< 0,003","< 0,01","< 0,01","< 0,01","< 0,01","< 0,01","0,21","0,059","< 0,01","0,14","0,02","< 0,01","< 0,01","< 0,01",-,"0,75",11,468,"0,04","0,11",< 20,"8,9","0,06",25,210,< 20,293,"0,1",-,291,"< 0,25","1,31","52,6",-,"1,98","< 0,01","0,02","0,56","0,093","0,041",< 5,-
764f8346-163a-4f00-b471-009aaad6d7d0,01,0102,000000,entrées et plats composés,soupes,-,25968,"Soupe aux asperges, préemballée à réchauffer",,551,133,551,133,-,"4,6","4,6","4,7","10,4","2,9",-,-,-,-,-,-,-,1,0,"0,98",0,traces,"5,1",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,98",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
50f66c1f-b32d-4de3-92f9-9177adb31801,01,0102,000000,entrées et plats composés,soupes,-,25969,Soupe (aliment moyen),,157,"37,4",157,"37,4","90,7","1,27","1,27","4,5","1,37","1,6","0,42",,"0,4","0,15","0,11","0,72","2,1","1,02",0,"1,05",0,0,"0,57","0,54","0,18","0,022","0,014","0,0096","0,018","0,023","0,074","0,29","0,085","0,39","0,11","0,03","0,005","0,0087","0,011","7,47","0,75","27,8",454,"0,04","0,27","16,5","7,19","0,064","24,9",108,"9,35",296,"0,18","15,2",1090,,"0,48","6,98",,"5,04","0,05","0,036","0,49","0,23","0,1","15,8","0,24"
5abed998-85a6-46b4-9502-99b1db11e4b6,01,0102,000000,entrées et plats composés,soupes,-,25972,"Soupe miso, déshydratée reconstituée",,"72,4","17,1","72,4","17,1","94,6","1,38","1,38","2,18","< 0,5","0,69","< 0,2",-,"0,69","< 0,2","< 0,2","< 0,2",-,"< 0,5",0,"1,29",0,"0,058","< 0,0098","< 0,0098","< 0,0098","< 0,0098","< 0,0098","< 0,0098","< 0,0098","< 0,0098","< 0,0098","< 0,0098","< 0,0098","< 0,0098","< 0,0098","< 0,0098","< 0,0098","< 0,0098","< 0,0098",-,"1,1",18,661,"0,06","0,19",70,"6,9","0,08",19,49,< 20,438,"0,11",-,-,"< 0,25","0,26","1,15",-,-,"< 0,015","< 0,01","< 0,1","0,068","< 0,01","16,5","1,98"
e8c76f3b-a5d9-40cb-9d1d-d989d2550503,01,0103,010301,entrées et plats composés,plats composés,plats de viande sans garniture,8601,Tripes à la mode de Caen,,487,116,487,116,74,"20,4","20,4","0,3","3,68",traces,"< 0,2",-,"< 0,2","< 0,2","< 0,2","< 0,2","0,3",0,0,"1,5",0,traces,"1,29","1,12","0,18","0,0032","0,0032","< 0,0034","0,0032","0,0052","0,071","0,63","0,57",1,"0,086","0,011",-,-,-,119,"1,06",23,-,-,"1,1",6,"6,4",-,-,"42,5",-,423,"0,64",-,-,-,"0,47",-,-,0,"0,02",-,"0,37","0,42","0,023",-,"1,2"
185fd078-4873-4a77-bc50-7ade23c830b6,01,0103,010301,entrées et plats composés,plats composés,plats de viande sans garniture,8602,"Tripes à la mode de Caen, préemballées",,469,112,469,112,"77,9","18,4","18,4","0,7","3,62","0,5",-,-,-,-,-,-,-,"1,25",0,"1,1",0,traces,"2,1",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,03","23,6",-,-,"0,9",-,"6,6",-,-,"34,6",-,421,"2,1",-,-,-,-,-,-,-,-,-,-,-,-,-,-
657a09fc-4e91-4fca-8b1f-f93c0f8f7427,01,0103,010301,entrées et plats composés,plats composés,plats de viande sans garniture,8612,Tripes à la tomate ou à la provençale,,396,"94,1",396,"94,1","76,6","15,7","15,7","0,6","3,2","< 0,4",-,-,"< 0,2",-,"< 0,2","< 0,4",-,0,0,"1,43",0,traces,"1,64","1,28","0,14","< 0,01","< 0,01","< 0,01","< 0,01","< 0,01","0,1","0,89","0,65","1,28","0,1","0,02",-,-,"< 0,01",-,"1,23",-,751,-,-,-,-,-,-,-,-,492,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
693ff675-5bb1-4e26-93a3-20149eaed6a3,01,0103,010301,entrées et plats composés,plats composés,plats de viande sans garniture,25001,Blanquette de veau,,474,113,474,113,"75,1","15,4","15,4","3,1",4,"0,3","< 0,2",-,"< 0,2","< 0,2","< 0,2","0,3","1,9","0,8",0,"1,25",0,"0,32","2,03","1,36","0,26","0,06","0,04","0,02","0,04","0,06","0,25",1,"0,5","1,18","0,21","0,02","0,03","< 0,01","< 0,01","56,6","0,74",15,432,"0,07","0,92",< 20,12,"0,04",110,190,< 20,295,"3,2",< 21,736,"< 0,25","0,37","2,55",-,"< 0,5","0,062","0,047","1,77","0,33","0,074","23,3","1,59"
bdd98a1e-cab6-4157-893f-5f476963f66e,01,0103,010301,entrées et plats composés,plats composés,plats de viande sans garniture,25033,Boeuf bourguignon,,355,"84,6",355,"84,6","78,4","8,93","8,93","4,17","3,3","1,57",-,-,-,-,-,-,"1,3","1,25",0,"1,36",0,traces,"0,88","1,18","0,44","< 0,05","0,0025","0,0025","0,004","0,006","0,044","0,52","0,27","0,71","0,22","0,022",-,-,"< 0,01",64,"0,88","16,9",409,"0,053","1,75","3,8","13,3","0,054",215,230,"< 2,58",354,"2,91",10,-,"0,5","0,6",-,-,"0,8","0,07","0,1","2,3","0,3","0,23",11,"0,6"
840a5424-201a-40b9-b9ae-2baaa744cd6a,01,0103,010301,entrées et plats composés,plats composés,plats de viande sans garniture,25035,"Sauté d'agneau au curry, préemballé",,-,-,-,-,"73,5","10,5","10,5",-,"13,9",-,-,-,-,-,-,-,-,1,0,"1,7",0,traces,"6,7",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,29","17,5",-,"0,07","2,15",-,"13,3","0,04",181,200,-,514,"2,77",-,-,-,-,-,-,-,-,-,-,-,-,-,-
753e3e23-3d1a-4ca4-a924-2ed677bedddf,01,0103,010301,entrées et plats composés,plats composés,plats de viande sans garniture,25058,"Canard en sauce (poivre vert, chasseur, etc.), préemballé",,605,145,605,145,-,"9,55","9,55","10,2","7,3",-,-,-,-,-,-,-,-,traces,0,-,0,traces,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
c5084a87-f867-4821-a966-bbf669860fb0,01,0103,010301,entrées et plats composés,plats composés,plats de viande sans garniture,25063,"Lapin à la moutarde, préemballé",,453,108,453,108,-,"14,9","14,9","0,5",5,"0,5",-,-,-,-,-,-,-,"0,8",0,"1,2",0,traces,"2,1",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,2",-,-,-,-,-,-,-,-,-,-,480,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1a8b2cab-6ca2-4a02-91e4-e273b7787e67,01,0103,010301,entrées et plats composés,plats composés,plats de viande sans garniture,25121,Coq au vin,,555,133,555,133,-,13,13,4,7,1,-,-,-,-,-,-,-,"0,9",0,"1,35",0,traces,1,"3,87","1,75",-,-,-,-,-,-,-,-,-,-,-,-,-,-,65,"1,05",14,-,"0,03","1,3","3,3",16,"0,14",128,145,"0,11",420,"0,21",-,0,"0,04","0,48",-,-,"1,5","0,07","0,19","3,7","0,74","0,17",31,"1,4"
523f3bfa-f32d-4683-b989-c41a8a699aa8,01,0103,010301,entrées et plats composés,plats composés,plats de viande sans garniture,25125,Paupiette de veau,,801,193,801,193,"64,1","14,5","14,5","2,6","13,8","0,41",-,-,-,-,-,-,"2,19","0,2",0,"1,74",0,traces,"5,45","3,05","1,28",-,-,-,-,-,-,-,-,-,-,-,-,-,-,"63,3","1,26","27,6",-,"0,088",1,"5,54","37,2","0,18",133,272,"3,26",510,"1,25","24,9",1160,"0,1","0,68",-,-,"1,34","0,084","0,14","3,51","0,59","0,28","14,3","0,41"
525588ef-99e2-4617-88ce-7fb322278f60,01,0103,010301,entrées et plats composés,plats composés,plats de viande sans garniture,25126,Paupiette de volaille,,691,164,691,164,"64,2","23,9","23,9","8,8","3,4",-,-,-,-,-,-,-,"2,97","1,17",0,"1,51",0,traces,"0,65","1,63","0,81",-,-,-,-,-,-,-,-,-,-,-,-,-,-,"59,6","1,05","27,6",-,"0,083","1,03","5,4","38,6","0,18",130,264,"6,08",251,"1,09","26,1",1160,"0,14","0,69",-,-,"1,33","0,082","0,11","3,97","0,56","0,31","13,8","0,28"
69205b27-bb79-488e-b03a-8a916a3f3993,01,0103,010301,entrées et plats composés,plats composés,plats de viande sans garniture,25172,Viande en sauce (aliment moyen),,436,104,436,104,"77,1","11,3","11,3","3,65","4,6","1,34",,,,,,,"1,71","1,08",0,"1,3",0,"0,39","1,8","1,51","0,63","0,047","0,029","0,044","0,041","0,16","0,19","0,83","0,35","1,24","0,52","0,028","0,02",,"0,005","49,8","0,85","17,1",471,"0,064","1,13","7,06","14,2","0,07",142,198,"6,17",341,"2,4","12,1",542,"0,23","0,81",,,"1,27","0,061","0,067","2,61","0,42","0,16","14,8","0,74"
2983f3b4-8376-4685-a6a4-7731a08c7af1,01,0103,010301,entrées et plats composés,plats composés,plats de viande sans garniture,25174,Poulet au curry et au lait de coco,,517,124,517,124,"75,2","10,6","10,6","3,15","6,9","1,49","0,37",-,"0,45","0,22","< 0,2","0,45","1,65","1,1",0,"1,56",0,-,"3,03","2,06","1,37","0,08","0,06","0,13","0,12","0,56","0,44","1,19","0,38","1,86","1,3","0,05","0,02","< 0,01","< 0,01","37,3","1,07",18,625,"0,05","0,51",< 20,18,"0,12",110,210,< 20,427,"0,44","21,3",412,"< 0,25","1,65","3,22",-,"2,51","0,032","< 0,01","4,08","0,62","0,17","17,5","0,15"
107d75f6-a8b5-4921-a269-0d1319a6310f,01,0103,010301,entrées et plats composés,plats composés,plats de viande sans garniture,25175,"Meloukhia, plat à base de boeuf et corete, fait maison",,783,189,783,189,"67,7","10,6","10,6","1,2","14,7","1,2",-,-,-,-,-,-,0,"4,7",0,"1,6",0,traces,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,"0,93","51,3",-,"0,04","2,4","2,8","30,6","0,05",88,228,"2,1",373,2,0,143,0,"5,1",-,-,"1,5","0,03","0,14","1,36","0,32","0,12",20,"0,66"
9561958e-76cf-4ca2-8898-0a4533489dcb,01,0103,010301,entrées et plats composés,plats composés,plats de viande sans garniture,25200,"Palette à la diable, préemballée",,501,120,501,120,-,"13,5","13,5","2,08","6,07","1,38",-,-,-,-,-,-,-,"1,45",0,"2,25",0,traces,"2,2",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,25",-,-,-,1,-,-,-,-,-,-,901,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
fad35ea5-b5ad-49b3-8eda-765ffe6c6c38,01,0103,010301,entrées et plats composés,plats composés,plats de viande sans garniture,25201,"Langue de boeuf sauce madère, préemballée",,746,180,746,180,-,"9,5","9,5","4,5","13,5","2,5",-,-,-,-,-,-,-,1,0,"1,08",0,traces,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,08",-,-,-,-,-,-,-,-,-,-,430,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
a634f4a7-85f6-4513-ac6d-f3088303b241,01,0103,010301,entrées et plats composés,plats composés,plats de viande sans garniture,25207,"Porc au caramel, préemballé",,569,136,569,136,"70,7",10,10,"11,4","5,4","7,9","1,8",-,"2,7","< 0,2","0,7","2,7","1,3","0,7",0,"1,84",0,traces,"1,44","2,2","1,27","< 0,01","< 0,01","< 0,01","< 0,01","< 0,01","0,048","0,94","0,45","1,97","1,21","0,056","0,0094","< 0,01","< 0,01",29,"1,34","9,9",805,"0,04","0,49",< 20,12,"0,11",94,160,< 20,536,"1,1",< 21,"64,5","< 0,25","0,62","1,5",-,"< 0,5","0,19","0,034","1,93","0,31","0,094","9,1","0,27"
935190eb-441b-4573-bb01-42cd31cc0909,01,0103,010301,entrées et plats composés,plats composés,plats de viande sans garniture,25211,"Boulettes au boeuf, à la sauce tomate, préemballées",,487,117,487,117,-,9,9,"5,5","6,5",-,-,-,-,-,-,-,-,traces,0,-,0,traces,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
