"ingredient_id","name","portion","quantity","unit"
"6405bf43b9d07cd5d38d79fa",Filet mignon de bœuf,pièce,200.0,g
"5af2c163ae08b51b804e58f6",Filet mignon de porc,pièce,500.0,g
"6405bfc0af4af6d531d50cc0",Filet mignon de porc,pièce,200.0,g
"6514c2c1aab557d393d8cbee",Filet mignon de porc,pièce,200.0,g
"6405bf74b9d07cd5d38d7ac0",Fleur de pensée,pièce,1.0,g
"6405bfeab0da194777986413",Flocons de chili,pincée,5.0,g
"6461e0c1d8259131b372d903",Fromage blanc,pot,150.0,g
"6405bf1faf4af6d531d50a5e",Fromage blanc,pot,150.0,g
"5af2be2fae08b5194415a1ed",Fromage de chèvre frais,pièce,90.0,g
"6405bffdaf4af6d531d50d86",Fromage pour tartiflette RichesMonts,pièce,200.0,g
"6405bfa3b0da194777986329",Galanga,sachet,10.0,g
"64073bbbdf6297bb5beef116",Galette de blé noir,pièce,60.0,g
"6405bf47b9d07cd5d38d7a13",Galette quinoa et tomates,pièce,120.0,g
"6405bf56b9d07cd5d38d7a4f",Galettes d'épeautre,pièce,100.0,g
"6405bff9b0da19477798644a",Garam masala,sachet,50.0,g
"5af2be15ae08b5194415a193",Gingembre frais,cm,10.0,g
"6405bf3aaf4af6d531d50acd",Gingembre frais,cm,10.0,g
"64073bb4df6297bb5beef10c",Gomasio,sachet,10.0,g
"64073c3edf6297bb5beef1a0",Gomasio aux herbes de Provence,sachet,10.0,g
"5cdea15cbfc591000d02b434",Gouda Mi-Vieux râpé,pièce,90.0,g
"6405bf62b9d07cd5d38d7a7d",Gousse d'ail,pièce,10.0,g
"5c8bcd9de3f33973480ec962",Gousse d'ail,pièce,10.0,g
"64073c8a9c6d10cd16eab6da",Graines de moutarde,sachet,10.0,g
"64073c8b9c6d10cd16eab6db",Graines de sésame noir,sachet,10.0,g
"64073c61683721c9a32b07da",Graines de tournesol,sachet,20.0,g
"6405bf7ab0da19477798629a",Grenade,pièce,200.0,g
"5af2be21ae08b5194415a1c0",Grenade,pièce,200.0,g
"5d725d970dcef1000e487d79",Grenailles,pièce,50.0,g
"5b0bb2b730006c47d07bd8b2",Hamburger,pièce,150.0,g
"5af2c170ae08b51b804e5922",Hamburger aux épices thaïes,pièce,150.0,g
"6405bf50b0da194777986209",haricot de Lima,paquet,400.0,g
"6405bf3baf4af6d531d50ad2",Haricots blancs,pièce,400.0,g
