"id","alim_grp_nom_fr","alim_ssgrp_nom_fr","alim_ssssgrp_nom_fr","alim_nom_fr","kcal","protein","carbohydrate","fat","sugars","fiber","saturated_fat","sodium","unit_id"
"87c34453-eb8e-4ba2-bb5e-859752c05f7e","fruits, légumes, légumineuses et oléagineux",légumineuses,légumineuses cuites,"Haricot flageolet, bouilli/cuit à l'eau",112.0,6.75,12.0,1.1,0.3,13.8,0.25,0.023,1.0
a068c0b1-2682-4a14-bb0b-dfb724b6a9c1,produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales crus","Mil entier, cru",359.0,11.8,64.3,4.21,,8.5,0.72,0.0068,1.0
"34b8c17c-d1f6-4a62-ac66-b40cf45a6dfa",produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales crus","Quinoa, cru",358.0,14.1,58.1,6.07,,7.0,0.71,0.013,1.0
"7a21c42b-0762-4104-9587-aa69083f8966",produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales crus","Sarrasin entier, cru",356.0,12.9,64.6,3.55,,7.0,0.74,0.0025,1.0
b88313a0-8175-4b49-915f-29e0b0be9b69,produits laitiers et assimilés,fromages et assimilés,fromages à pâte pressée,Raclette (fromage),342.0,22.9,0.0,27.5,0.0,0.0,18.5,1.69,1.0
c5dacacd-57d6-44f2-9b58-1034953bde7a,produits laitiers et assimilés,fromages et assimilés,fromages à pâte molle,"Camembert, sans précision",280.0,19.1,0.0,22.5,0.0,0.0,15.8,1.45,1.0
"0b649fba-3e4c-47e1-a1b1-d5df764b1c5d","viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Boeuf, rosbif, rôti/cuit au four",117.0,21.9,0.3,3.16,,0.0,0.62,0.1,1.0
d1ec3243-4cfc-41ea-b700-364cfaa16374,"viandes, œufs, poissons et assimilés",charcuteries et assimilés,rillettes,Rillettes de Tours,522.0,18.0,0.0,50.0,,0.0,,,1.0
"0ad8869b-2d1c-4c0a-9b8b-1ce50b8b7188",entrées et plats composés,plats composés,plats de céréales/pâtes,"Lasagnes ou cannellonis aux légumes, préemballés, cuits",122.0,4.38,11.8,5.9,4.3,0.0,1.91,0.6,1.0
"91a82040-1fb7-48e1-9a28-4c7b917f80ef","viandes, œufs, poissons et assimilés",charcuteries et assimilés,rillettes,Rillettes d'oie,364.0,14.9,0.99,33.4,,0.0,9.82,1.29,1.0
d8095148-fd7a-4b9a-9e82-0f2778cf6abe,eaux et autres boissons,boisson alcoolisées,bières et cidres,Cidre brut,,0.0,2.62,0.0,2.22,0.0,0.0,0.01,2.0
"713518ad-a4f4-4432-b89b-3f6f1ae5ef25","viandes, œufs, poissons et assimilés",charcuteries et assimilés,jambons secs et crus,"Jambon cru, fumé, allégé en matière grasse",142.0,27.7,0.1,3.4,,0.0,0.71,4.24,1.0
"29f4b869-ac0c-4dad-8eeb-c867bcab6811","viandes, œufs, poissons et assimilés",charcuteries et assimilés,pâtés et terrines,Pâté de lapin,247.0,16.3,0.00027,20.2,,0.0,8.8,1.53,1.0
"70c1b14f-d89a-45a6-9bf6-5f99be1d7f62","viandes, œufs, poissons et assimilés",charcuteries et assimilés,saucisses et assimilés,Saucisse de langue à la pistache,,15.3,,25.8,,0.0,,,1.0
ee4363ee-f042-4cb7-b5b2-19269266ba85,"viandes, œufs, poissons et assimilés",charcuteries et assimilés,pâtés et terrines,Pâté de foie d'oie,459.0,11.4,4.67,43.8,,0.0,14.5,1.74,1.0
a18850ae-73aa-4273-98e9-fcf97bdcc99f,"viandes, œufs, poissons et assimilés",charcuteries et assimilés,pâtés et terrines,"Pâté de foie de porc, supérieur",341.0,13.0,2.4,31.0,,0.0,,,1.0
f458812c-d0ea-447e-b74e-90bd8a048324,"viandes, œufs, poissons et assimilés",charcuteries et assimilés,autres spécialités charcutières,"Saucisson de Paris, fumé",288.0,13.7,0.6,25.6,,0.0,,,1.0
c0eb4157-c6a3-4b46-a12d-38be295dc1f9,"viandes, œufs, poissons et assimilés",charcuteries et assimilés,autres spécialités charcutières,"Lardon nature, cuit",324.0,23.8,2.0,24.5,,0.0,12.6,3.8,1.0
"10d37582-8ab1-4844-92b5-2da3dc82cba3","viandes, œufs, poissons et assimilés",charcuteries et assimilés,autres spécialités charcutières,Oreille de porc demi-sel,228.0,22.5,0.6,15.1,,0.0,5.39,0.48,1.0
"81108880-df37-4ca4-9edc-92291a014fee","viandes, œufs, poissons et assimilés",charcuteries et assimilés,autres spécialités charcutières,"Cervelas à l'ail, pur porc",297.0,12.5,0.2,27.4,,0.0,,,1.0
"13a31b5e-86a9-4c94-b8aa-e903672460f3","viandes, œufs, poissons et assimilés",charcuteries et assimilés,pâtés et terrines,Pâté au poivre vert,358.0,10.1,1.45,34.6,,0.0,,,1.0
"476e15f3-438b-4381-98bd-64edc364a415","viandes, œufs, poissons et assimilés",charcuteries et assimilés,autres spécialités charcutières,Museau de boeuf,151.0,26.2,0.0,5.17,,0.0,,,1.0
"7c191759-133a-4399-8212-becbb6357df5",produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales cuits","Riz basmati, cuit, non salé",117.0,2.88,24.4,0.6,0.0,1.0,0.3,0.013,1.0
f69b84ce-3ec6-403d-b693-dec98ac3ab63,"fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,"Potimarron, pulpe, cru",,0.63,3.1,0.1,,1.1,0.027,0.074,1.0
"332ab469-8ca8-43a1-bc5e-344cda45ed85","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,"Haricot beurre, cru",,1.85,5.6,0.16,,2.45,0.026,0.015,1.0
"67661e5d-ff23-4077-a119-8693eb33cbbf","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,"Salsifis noir, ou scorsonère d'Espagne, cru",,3.13,15.3,0.3,,3.3,0.1,0.011,1.0
d9739575-7c0e-44e4-9534-e492bbc11947,"fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,"Asperge, blanche ou violette, pelée, crue",,2.5,2.5,0.3,,1.8,0.07,0.019,1.0
"96239597-b7e5-4b6e-accb-cff4f782bf2e","fruits, légumes, légumineuses et oléagineux",fruits,compotes et assimilés,Compote de pomme,102.0,0.23,24.4,0.21,20.7,1.53,0.017,0.0,1.0
"3bb9d293-8da6-4586-9c8d-c140cb1aa5b1","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,"Banane plantain, crue",,1.28,29.6,0.39,,2.3,0.14,0.01,1.0
fdedf620-c3b3-4a09-9244-fc28a2720f4f,"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Chayote ou christophine ou chouchou, bouillie/cuite à l'eau",,0.62,2.29,0.48,,2.8,0.086,0.0025,1.0
"38611126-c4d4-4927-9c7a-fb10f3c8012a","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Cardon, cuit",,0.76,3.63,0.11,,1.7,0.012,0.44,1.0
"60a55439-3ced-4856-bc4e-afd3d9aa1d82",produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales cuits","Riz complet, cuit, non salé",158.0,3.38,32.6,1.0,0.2,2.3,0.17,0.01,1.0
"2cdbe9e0-9ae8-436e-b1bf-bc47e8e91337",aides culinaires et ingrédients divers,sauces,sauces chaudes,"Sauce au fromage pour risotto ou pâtes, préemballée",,3.11,4.24,9.53,0.68,1.4,7.0,1.38,1.0
"81b8cbbb-24d4-4f92-b781-6d8d28cac36f","viandes, œufs, poissons et assimilés",charcuteries et assimilés,jambons cuits,"Jambon cuit, de Paris, découenné dégraissé",115.0,20.0,1.08,3.42,,0.0,,,1.0
"77f8b50d-3df8-4bd2-8878-ac503f7ebabe","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,"Courge hokkaïdo, pulpe, crue",,1.4,9.98,0.6,,2.6,,,1.0
b20d04e9-639c-4b47-b983-5e01c9a9c0ed,"fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,"Courge melonnette, pulpe, crue",,0.75,5.98,0.13,,1.35,,,1.0
b17a87f8-3af9-4872-a31a-5d99999d06aa,"viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,"Veau, escalope, crue",108.0,20.7,0.58,2.6,0.0,0.0,0.6,0.097,1.0
cefd33a2-db0d-4c22-bddb-c6872b326ec4,produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales crus","Riz blanc, cru",352.0,7.4,78.0,0.91,0.16,1.05,0.2,0.0061,1.0
ea65767a-2c71-4a10-9b02-fd1b24bf3442,produits céréaliers,pains et assimilés,pains,"Pain, baguette ou boule, aux céréales et graines, artisanal",269.0,10.5,46.9,3.2,2.2,5.2,0.45,1.13,1.0
"4d55a47b-b735-4799-86b4-c8a59d116590",produits céréaliers,pains et assimilés,pains,"Muffin anglais, complet, petit pain spécial, préemballé",217.0,13.7,32.9,1.87,2.13,7.07,0.2,0.98,1.0
ec565b58-3760-4fbb-97ac-544afbf630ff,produits céréaliers,pains et assimilés,pains,"Muffin anglais, petit pain spécial, préemballé",228.0,11.6,39.6,1.88,4.25,3.18,0.42,1.05,1.0
"0c0adf42-2d2a-4819-b8f7-6a2b7a6ee0f9",produits céréaliers,pains et assimilés,pains,"Pain pour hamburger ou hot dog (bun), préemballé",293.0,9.95,49.7,5.35,5.88,3.3,0.88,1.14,1.0
"22d6f07a-beef-4d03-b0f9-15d1c04fbfd4",produits céréaliers,pains et assimilés,pains,"Pain pour hamburger ou hot dog (bun), complet, préemballé",285.0,9.75,46.3,5.75,5.38,4.75,0.55,1.11,1.0
f67d6f7f-1bf6-4620-8c1d-890a5d4dc2af,produits céréaliers,pains et assimilés,pains,"Tortilla souple (à garnir), à base de maïs",313.0,9.06,54.7,5.8,2.6,2.8,0.78,1.08,1.0
"3e5a23c7-c616-4401-9877-0ccccb20ab02",produits céréaliers,pains et assimilés,pains,Pain blanc maison (avec farine pour machine à pain),256.0,8.56,52.1,0.9,,2.6,0.17,1.45,1.0
"9f1d1157-21cc-4be3-892f-1117808fe054","viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Boeuf, entrecôte, partie maigre, grillée/poêlée",198.0,25.5,0.1,10.7,0.0,0.0,4.75,0.15,1.0
"02de70b2-ce1f-4828-983b-a57c3474bd4c","viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Boeuf, faux-filet, grillé/poêlé",182.0,27.1,0.0,8.17,0.0,0.0,3.39,0.14,1.0
dcaff8cc-31c9-4429-ab94-c0e797aac906,"viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Boeuf, plat de côtes, braisé",269.0,37.3,0.0,13.3,0.0,0.0,5.58,0.13,1.0
"5934698a-ce95-454d-972b-4632e279b3d9","viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Boeuf, steak haché 5% MG, cuit",155.0,25.5,0.0,5.85,0.0,0.0,2.67,0.16,1.0
"29ac9f96-bcf1-4aa9-a32e-fcf310c89b0d","viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Boeuf, steak haché 10% MG, cuit",210.0,26.1,0.0,11.8,0.0,0.0,4.63,0.17,1.0
"01fde2b3-d52c-4fdb-993d-42f1ad6723c3","viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Boeuf, steak haché 15% MG, cuit",239.0,23.6,0.0,16.1,0.0,0.0,7.08,0.21,1.0
"6758fea7-1163-4431-9842-6c0f96dedee3","viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Boeuf, steak haché 20% MG, cuit",265.0,23.0,0.14,19.2,0.0,0.0,8.14,0.19,1.0
"25230f8a-f5f6-45de-9dad-820579f9ed63","viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Boeuf, steak haché, cuit (aliment moyen)",231.0,23.8,0.0018,15.1,0.0,0.0,6.65,0.21,1.0
"78ae82ed-019e-4bd7-8db0-f383ec990235","viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Boeuf, paleron, braisé ou bouilli",251.0,36.8,0.2,11.4,0.0,0.0,4.5,0.17,1.0
"82ca60d5-d09f-483f-a89d-fe7a579ea7f8","viandes, œufs, poissons et assimilés",viandes cuites,porc,"Porc, viande, cuite (aliment moyen)",205.0,29.1,0.24,9.78,,0.0,3.52,0.12,1.0
"5be8f14a-f68a-4fd6-b4fe-3ba7f006cd9f","viandes, œufs, poissons et assimilés",viandes cuites,porc,"Porc, longe, cuite",240.0,27.1,0.0,14.7,0.0,0.0,5.37,0.15,1.0
"0b7c3d6c-081a-41a3-b32a-61e91038c8ed","viandes, œufs, poissons et assimilés",viandes cuites,porc,"Porc, épaule, cuite",253.0,30.0,0.0,14.8,0.0,0.0,5.56,0.12,1.0
"20479411-0e5c-4597-b234-29fbaa979dd7","viandes, œufs, poissons et assimilés",viandes cuites,poulet,"Poulet, cuisse, viande et peau, rôtie/cuite au four",213.0,25.9,2.0,11.3,0.0,0.0,4.44,0.23,1.0
"06737c35-80e3-454d-95aa-5eb5f7cfa8b2","viandes, œufs, poissons et assimilés",viandes crues,abats,"Foie, lapin, cru",132.0,19.0,5.0,4.0,3.75,0.0,0.81,0.17,1.0
"1e4d1772-0c3f-4aaf-9b13-dc538c7033f7","viandes, œufs, poissons et assimilés",viandes crues,abats,"Foie, poulet, cru",121.0,18.8,1.1,4.62,0.0,0.0,1.46,0.17,1.0
"0795b501-784d-48e2-b3ff-d3c34fdfe0b4","viandes, œufs, poissons et assimilés",viandes crues,abats,"Foie, dinde, cru",123.0,18.3,0.0,5.5,0.0,0.0,1.66,0.33,1.0
"56840da3-153d-4a54-8a2a-163f7802dba3","viandes, œufs, poissons et assimilés",viandes crues,abats,"Foie, porc, cru",127.0,20.6,1.85,4.2,1.1,0.0,1.66,0.34,1.0
da3e2d17-4d1d-4729-a27f-c33068038fa5,"viandes, œufs, poissons et assimilés",charcuteries et assimilés,rillettes,Rillettes du Mans,420.0,15.6,4.7,37.6,0.13,0.21,14.8,1.28,1.0
"43ebada5-cc9a-4527-ae9c-5eb4c1fba9c0","viandes, œufs, poissons et assimilés",charcuteries et assimilés,autres spécialités charcutières,Haché de volaille,137.0,17.7,3.5,5.68,1.4,0.63,1.88,1.3,1.0
"9f7b0a55-73ab-45ea-88ac-92fccfa1327a","viandes, œufs, poissons et assimilés",charcuteries et assimilés,autres spécialités charcutières,"Rôti de volaille en salaison, cuit",110.0,22.0,1.28,1.73,0.97,0.44,0.55,2.0,1.0
a14b3bae-3e53-4d32-8902-b015dce7b258,"viandes, œufs, poissons et assimilés",charcuteries et assimilés,autres spécialités charcutières,Chorizo,433.0,23.5,3.05,36.1,2.01,0.93,14.3,4.24,1.0
c7b92a4d-ffac-404d-9ac8-0f768331276c,"viandes, œufs, poissons et assimilés",charcuteries et assimilés,autres spécialités charcutières,"Chorizo supérieur, doux ou fort, type saucisse sèche",476.0,20.9,2.6,41.9,2.6,0.0,16.0,3.91,1.0
a3935a9e-84a8-42c3-b773-d222991e65c8,"viandes, œufs, poissons et assimilés",charcuteries et assimilés,autres spécialités charcutières,"Chorizo supérieur, doux ou fort, type charcuterie en tranches",322.0,22.6,2.1,23.9,2.1,0.0,8.8,4.3,1.0
"336560b6-55e0-4d95-af76-94e9c66af807","viandes, œufs, poissons et assimilés",charcuteries et assimilés,autres spécialités charcutières,Salami porc et boeuf,351.0,21.5,1.56,28.8,0.61,0.0,10.4,4.37,1.0
f8470024-e546-40c1-932e-964dacb8de3e,"viandes, œufs, poissons et assimilés",charcuteries et assimilés,autres spécialités charcutières,Salami type danois,459.0,17.0,1.35,42.9,0.56,0.0,15.4,4.13,1.0
"3468e163-313e-4a2f-acae-6de14ecf91cf","viandes, œufs, poissons et assimilés",charcuteries et assimilés,autres spécialités charcutières,Saucisson à l'ail,280.0,15.0,1.63,23.6,0.86,0.63,9.92,2.0,1.0
f371a81c-2252-4f59-83a9-3bd2cc23e05e,"viandes, œufs, poissons et assimilés",charcuteries et assimilés,autres spécialités charcutières,Salami,451.0,17.7,1.05,41.8,0.2,0.0,16.2,4.05,1.0
"1b16ecbd-b16e-4540-a532-f433a8ed7d0b","viandes, œufs, poissons et assimilés",charcuteries et assimilés,autres spécialités charcutières,Mortadelle,305.0,15.0,1.4,26.7,0.0,0.0,10.6,2.13,1.0
"97b9afcd-4133-4293-b1be-936e73e1afeb","viandes, œufs, poissons et assimilés",œufs,œufs cuits,"Oeuf, blanc (blanc d'oeuf), cuit",47.3,10.3,1.12,0.17,0.7,0.0,0.0,0.39,1.0
"21b4355b-09a0-4c67-87c3-c528a978ea5c","viandes, œufs, poissons et assimilés",œufs,œufs cuits,"Oeuf, jaune (jaune d'oeuf), cuit",340.0,16.0,1.31,30.1,0.55,0.0,8.49,0.035,1.0
d5a3c34a-0b5b-444c-a644-4efcaca6ba26,"viandes, œufs, poissons et assimilés",œufs,omelettes et autres ovoproduits,Omelette aux champignons,125.0,8.09,2.28,9.2,0.7,0.45,2.97,0.35,1.0
"53da24f2-0ffc-4d4e-bfdf-4305e4c1cf0a","viandes, œufs, poissons et assimilés",œufs,œufs cuits,"Oeuf, dur",134.0,13.5,0.52,8.62,0.52,0.0,2.55,0.31,1.0
"0010a8be-b728-40ab-a138-78176ad47058","viandes, œufs, poissons et assimilés",œufs,œufs cuits,"Oeuf, poché",138.0,12.5,0.71,9.47,0.37,0.0,2.99,0.2,1.0
"34038416-95b4-48b7-8781-68d3cc48c560","viandes, œufs, poissons et assimilés",œufs,œufs cuits,"Oeuf, au plat, frit, salé",204.0,14.3,0.74,16.0,0.4,0.0,4.21,0.36,1.0
"3ad6738c-e2f9-403d-abcc-a16ac9cd5fe3","viandes, œufs, poissons et assimilés",œufs,œufs cuits,"Oeuf, brouillé, avec matière grasse",145.0,9.99,1.62,11.0,1.43,0.0,3.33,0.36,1.0
"31ec82d2-c7a1-4c02-8998-8d8c45a23173","viandes, œufs, poissons et assimilés",œufs,œufs crus,"Oeuf, cru",140.0,12.7,0.27,9.83,0.27,0.0,2.64,0.31,1.0
"2342ae1f-5e62-48cd-b1f9-874625775adf","viandes, œufs, poissons et assimilés",œufs,œufs crus,"Oeuf, blanc (blanc d'oeuf), cru",48.1,10.8,0.85,0.19,0.71,0.0,0.0,0.42,1.0
dbc110ee-717c-4b6a-84bf-74849d8bdea7,"viandes, œufs, poissons et assimilés",œufs,œufs crus,"Oeuf, jaune (jaune d'oeuf), cru",307.0,15.5,1.09,26.7,0.56,0.0,8.47,0.048,1.0
a8ad45cb-bbb4-437d-84d4-9670edcb80d7,"viandes, œufs, poissons et assimilés",œufs,œufs crus,"Oeuf de caille, cru",154.0,13.1,0.41,11.1,0.4,0.0,3.56,0.35,1.0
f9ebb617-e059-4390-a43f-a9d3ba6d1e50,"viandes, œufs, poissons et assimilés",œufs,œufs crus,"Oeuf de cane, cru",181.0,13.0,1.31,13.8,0.93,0.0,3.68,0.37,1.0
"42cc5cb1-1ce0-4560-aabc-2e50bddfad65","viandes, œufs, poissons et assimilés",œufs,œufs crus,"Oeuf d'oie, cru",180.0,13.8,1.4,13.3,0.94,0.0,3.6,0.35,1.0
dc1e6478-0307-48bf-81b1-fee52b82afb9,"viandes, œufs, poissons et assimilés",œufs,œufs crus,"Oeuf de dinde, cru",166.0,13.7,1.13,11.9,1.0,0.0,3.63,0.38,1.0
"9239eb66-f76d-4805-a417-8077ac3a9844","viandes, œufs, poissons et assimilés",œufs,omelettes et autres ovoproduits,"Oeuf, jaune (jaune d'oeuf), en poudre",660.0,34.1,2.77,57.0,0.07,0.0,17.6,0.37,1.0
"1134706b-9400-4095-9317-03630f9ce624","viandes, œufs, poissons et assimilés",œufs,omelettes et autres ovoproduits,"Oeuf, blanc (blanc d'oeuf), en poudre",356.0,81.2,7.73,0.0,5.4,0.0,0.0,3.2,1.0
"9112cff7-84ef-42e7-8da9-1c73ba215a64","viandes, œufs, poissons et assimilés",œufs,omelettes et autres ovoproduits,"Oeuf, en poudre",582.0,47.9,3.11,42.0,0.3,0.0,13.1,1.25,1.0
"940098f1-366d-4fa8-9cd7-3e36d1beafa2","viandes, œufs, poissons et assimilés",œufs,œufs cuits,"Oeuf, au plat, sans matière grasse",147.0,13.8,1.01,9.72,,0.0,2.71,0.4,1.0
abd1d453-e74c-4afb-bafc-d01f81080bd8,produits laitiers et assimilés,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,"Yaourt au lait de brebis, aromatisé, sucré",93.7,4.94,9.33,3.7,8.3,0.0,2.52,0.12,1.0
"0f816b2d-8382-4a56-9d85-49cd3081bd64",produits laitiers et assimilés,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,"Yaourt, lait fermenté ou spécialité laitière, nature, 0% MG",39.4,4.73,4.1,0.064,4.1,0.0,0.041,0.14,1.0
"672c72e0-888f-4036-9ec2-594ea1f29233",produits laitiers et assimilés,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,"Yaourt au lait de chèvre, nature, 5% MG environ",73.4,4.06,1.12,5.2,1.12,3.0,3.52,0.09,1.0
f9901289-4e20-4cee-8c62-0262dc631986,produits laitiers et assimilés,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,"Yaourt, lait fermenté ou spécialité laitière, nature, à la crème",115.0,3.0,3.08,9.8,3.08,0.0,6.51,0.088,1.0
c83f84fa-1deb-47d6-a283-afddc24a1d51,produits laitiers et assimilés,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,"Yaourt, lait fermenté ou spécialité laitière, nature, sucré",84.3,3.41,12.5,1.95,12.5,0.0,1.29,0.12,1.0
bb765258-e73c-448c-9f23-b1246b1ebe29,produits laitiers et assimilés,produits laitiers frais et assimilés,fromages blancs,Fromage blanc nature ou aux fruits (aliment moyen),87.7,6.95,5.68,4.31,5.0,0.0048,2.81,0.11,1.0
"56aaeb04-a9e7-4cf2-ab33-6c1ccb888d89",aides culinaires et ingrédients divers,sauces,sauces condimentaires,"Harissa (sauce condimentaire), préemballée",,2.72,7.3,2.9,,5.1,0.47,2.81,1.0
e1d7eabe-a077-4ed5-b581-84b60f949e6d,aides culinaires et ingrédients divers,sauces,sauces condimentaires,"Sauce rouille, préemballée",,1.1,1.0,41.4,,0.0,5.7,1.18,1.0
"2274c684-816f-4d4b-8bb2-b080613762d3",produits laitiers et assimilés,produits laitiers frais et assimilés,desserts lactés,"Mousse aux fruits, rayon frais",53.1,6.13,5.51,0.3,4.31,1.2,0.01,0.09,1.0
bcb85070-90bb-4863-a0d6-95ddd5a60bff,produits laitiers et assimilés,fromages et assimilés,fromages à pâte molle,Fromage rond à pâte molle et croûte fleurie environ 11% MG type coulommiers allégé en matière grasse,187.0,22.0,0.0,11.0,0.0,0.0,7.9,0.9,1.0
"2b9288ee-0956-47d5-b26a-b28c1f23f7dc",produits laitiers et assimilés,fromages et assimilés,fromages à pâte molle,Brie de Meaux,271.0,21.0,0.0,20.7,0.2,0.0,14.5,2.02,1.0
"8eac3fec-546d-4ec8-951a-7ae790041427",produits laitiers et assimilés,fromages et assimilés,fromages à pâte molle,Fromage à pâte molle et croûte lavée (aliment moyen),320.0,20.2,0.0,26.5,0.021,0.0,17.6,1.66,1.0
ba1dc928-6584-42cc-b624-258142cb74e2,produits laitiers et assimilés,fromages et assimilés,fromages à pâte molle,Brie de Melun,288.0,21.6,0.0,22.2,0.2,0.0,15.2,1.89,1.0
"2906ca37-6e82-4810-b460-b1884a9f3b5d",entrées et plats composés,plats composés,plats de fromage,"Fromage de chèvre pané à dorer, préemballé",,12.7,15.0,19.2,3.5,,9.99,1.27,1.0
"42161113-04c3-4d92-951c-e6866db05275","viandes, œufs, poissons et assimilés",charcuteries et assimilés,autres spécialités charcutières,"Boudin antillais, à cuire",,11.5,9.2,16.5,5.1,,6.9,1.22,1.0
d3378402-43c0-4b11-b429-b6aa71ab3ea2,"viandes, œufs, poissons et assimilés",charcuteries et assimilés,saucisses et assimilés,"Saucisse fumée, à cuire",,16.8,,30.7,0.0,0.0,,1.89,1.0
f992a73f-dbc6-42d2-a25a-e8dc735482cd,produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales crus","Polenta ou semoule de maïs, précuite, sèche",350.0,7.88,74.0,1.8,,3.2,,0.0043,1.0
b7de4cf4-597f-4c14-a1a2-ec5db2b0fcdb,"viandes, œufs, poissons et assimilés",viandes cuites,autres viandes,"Oie, viande, rôtie/cuite au four",230.0,29.0,0.0,12.7,,0.0,,0.19,1.0
"8cae595b-d931-442f-8d93-118b53054ebc","fruits, légumes, légumineuses et oléagineux",fruits,compotes et assimilés,"Purée de pommes, type ""compote sans sucres ajoutés""",56.4,1.13,11.7,0.3,11.7,1.7,,0.013,1.0
"5a2f1edf-376a-429f-b52b-2e043472a6e6","viandes, œufs, poissons et assimilés",viandes crues,poulet,"Poulet (var. blanc), viande et peau, cru",123.0,21.2,0.0,4.3,,0.0,,0.2,1.0
"36865662-8c6e-4909-a05e-450b902522f8","viandes, œufs, poissons et assimilés",charcuteries et assimilés,saucisses et assimilés,Saucisse de Morteau,397.0,16.0,1.0,36.6,0.5,0.0,,2.6,1.0
"3fc5c617-e518-48ba-a035-b7e8c7837e5e","viandes, œufs, poissons et assimilés",charcuteries et assimilés,saucisses et assimilés,"Merguez, boeuf et mouton, crue",315.0,14.0,2.8,27.6,0.0,0.0,,1.58,1.0
"9929c0d5-cbb1-48e2-8990-cd7b691d14b2","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Brocoli, purée",,2.5,2.75,0.38,1.65,2.39,,0.021,1.0
"1995c94d-4e8c-4528-8dce-7c1ed437c79c","fruits, légumes, légumineuses et oléagineux",fruits,fruits crus,"Pomme Canada, pulpe, crue",,0.4,11.6,0.1,11.0,1.6,,0.0092,1.0
"12fadb26-fd37-434e-9b8c-c3d38555e2f6","fruits, légumes, légumineuses et oléagineux",fruits,fruits crus,"Poire, pulpe, crue",,0.3,10.4,0.1,10.4,2.47,,0.0075,1.0
"91b07ba4-4adc-4572-aa53-cfdf1611b1ba","fruits, légumes, légumineuses et oléagineux",fruits,compotes et assimilés,"Pomme, pulpe, rôtie/cuite au four",,0.5,21.0,0.5,17.5,3.0,,0.01,1.0
f164cbea-807d-4c69-bb18-af98aed17df9,aides culinaires et ingrédients divers,herbes,herbes fraîches,"Coriandre, fraiche",22.3,2.13,0.87,0.52,0.87,2.8,0.014,0.12,1.0
"7b076dab-8488-4f44-9de3-457ab9d294a4",aides culinaires et ingrédients divers,herbes,herbes séchées,"Thym, séché",285.0,9.11,26.9,7.43,1.71,37.0,2.73,0.14,1.0
"246cdcb7-a65f-491d-a4ad-aa15bebe8c6d",aides culinaires et ingrédients divers,herbes,herbes séchées,"Herbes de Provence, séchées",283.0,11.5,23.0,7.2,18.5,40.1,1.88,0.088,1.0
"67d133f5-ec73-4866-8818-af53b5501485",aides culinaires et ingrédients divers,herbes,herbes séchées,"Menthe, séchée",283.0,19.9,22.2,6.03,,29.8,1.58,0.86,1.0
e02e041a-e5d1-45ca-8ca7-63f79a9b5bcf,aides culinaires et ingrédients divers,herbes,herbes séchées,"Romarin, séché",328.0,4.88,21.5,15.2,,42.6,7.37,0.13,1.0
c123360e-c93f-4f10-aeb7-192f35c5962d,aides culinaires et ingrédients divers,sauces,sauces condimentaires,"Sauce Nuoc Mâm ou Sauce au poisson, préemballée",81.2,9.3,10.9,0.0,8.34,0.2,0.0,22.2,2.0
"93070885-1308-4984-aca4-59bc683beaca",aides culinaires et ingrédients divers,herbes,herbes séchées,"Sarriette, séchée",264.0,6.73,23.0,5.91,,45.7,3.26,0.06,1.0
d2a7ae22-eb62-4b44-90ed-26996c47b758,"viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Boeuf, faux-filet, rôti/cuit au four",194.0,28.8,0.0,8.71,,0.0,3.62,,1.0
